Image,TrialID,LoadStepID,Load_N,MarkerPair,d_X_px,d_Y_px,d_X_mm,d_Y_mm,Deformation_from_unloaded_X_mm,Deformation_from_unloaded_Y_mm,Deformation_from_first_loaded_X_mm,Deformation_from_first_loaded_Y_mm,Deformation_X_mm,Deformation_Y_mm
_DSC3174.JPG,0,0,0,6->1,-128.9396216352343,-289.28447590659994,-8.670515590964994,-19.452868922386415,0.0,0.0,,,-0.1015303779642108,-0.2733772590227505
_DSC3175.JPG,0,1,100,6->1,-126.25761732140882,-287.28113971629637,-8.490164819626104,-19.318155034973977,0.18035077133889002,0.13471388741243973,0.0,0.0,0.07882039337467953,-0.1386633716103122
_DSC3177.JPG,0,2,200,6->1,-126.14771045671205,-284.69810811066054,-8.482774157455532,-19.1444596609331,0.18774143350946215,0.3084092614533135,0.00739066217057211,0.17369537404087376,0.08621105554525124,0.035032002430562884
_DSC3179.JPG,0,3,300,6->1,-125.37333851544236,-281.77131193398577,-8.430701692026876,-18.947647916338212,0.23981389893811791,0.5052210060482023,0.05946312759922787,0.3705071186357626,0.13828352097390764,0.23184374702545205
_DSC3180.JPG,0,4,400,6->1,-125.26488777702161,-281.97592883713855,-8.423408946737233,-18.961407333548078,0.247106644227761,0.49146158883833846,0.06675587288887096,0.35674770142589873,0.1455762662635506,0.21808432981558687
_DSC3182.JPG,1,0,0,6->1,-129.47062465180989,-285.51956614396227,-8.706222768290928,-19.19969841993315,0.0,0.0,,,-0.13723755529014467,-0.020206756569484934
_DSC3184.JPG,1,1,100,6->1,-127.12688242301647,-285.29673646023593,-8.54861835408344,-19.184714288427436,0.15760441420748894,0.014984131505710893,0.0,0.0,0.02036685891734416,-0.00522262506377184
_DSC3185.JPG,1,2,200,6->1,-126.69855945087102,-284.09584131921576,-8.519815873039546,-19.103960367241086,0.18640689525138218,0.09573805269206075,0.02880248104389326,0.08075392118634986,0.04916933996123754,0.0755312961225781
_DSC3186.JPG,1,3,300,6->1,-125.60117223466204,-281.20064656146565,-8.446022318763553,-18.909273652889098,0.2602004495273744,0.29042476704405074,0.1025960353198855,0.2754406355383398,0.12296289423722997,0.27021801047456623
_DSC3188.JPG,1,4,400,6->1,-125.22883454575594,-279.7825388332078,-8.420984555383907,-18.813913320575484,0.28523821290702145,0.3857850993576642,0.12763379869953254,0.3708009678519533,0.14800065761687678,0.3655783427881805
_DSC3189.JPG,2,0,0,6->1,-129.78176764950786,-285.1444655625053,-8.727145508549867,-19.17447486647102,0.0,0.0,,,-0.1581602955490838,0.005016796892644965
_DSC3190.JPG,2,1,100,6->1,-127.51838399551707,-285.2346427028747,-8.574944788465702,-19.180538807807327,0.15220072008416494,-0.0060639413363061355,0.0,0.0,-0.005959575464918515,-0.0010471444436627557
_DSC3191.JPG,2,2,200,6->1,-126.77823475383593,-283.49273221294857,-8.525173620703228,-19.063404432280024,0.20197188784663936,0.11107043419099638,0.049771167762474436,0.11713437552730252,0.04381159229755541,0.11608723108364079
_DSC3192.JPG,2,3,300,6->1,-125.69519981342728,-281.1167561932539,-8.45234518195584,-18.9036324641196,0.2748003265940275,0.2708424023514203,0.12259960650986255,0.27690634368772643,0.1166400310449435,0.2758591992440647
_DSC3193.JPG,2,4,400,6->1,-125.29793369312347,-279.74147133172846,-8.42563111186495,-18.811151745759748,0.3015143966849166,0.36332312071127437,0.14931367660075168,0.3693870620475805,0.14335410113583316,0.36833991760391643
_DSC3194.JPG,3,0,0,6->1,-129.93343588021298,-285.1280294362441,-8.737344404298941,-19.173369622891155,0.0,0.0,,,-0.16835919129815777,0.0061220404725096
_DSC3195.JPG,3,1,100,6->1,-127.64401023540631,-285.1258325512183,-8.58339249645321,-19.17322189385623,0.15395190784573337,0.00014772903492466237,0.0,0.0,-0.014407283452425673,0.006269769507434592
_DSC3196.JPG,3,2,200,6->1,-126.76953118954862,-283.38326010980336,-8.524588351498206,-19.056043005551306,0.21275605280073479,0.11732661733984849,0.058804144955001435,0.11717888830492382,0.044396861502577295,0.12344865781235843
_DSC3197.JPG,3,3,300,6->1,-125.77623873645007,-281.1217679651229,-8.457794625940807,-18.90396947958139,0.2795497783581347,0.2694001433097633,0.12559787051240132,0.26925241427483865,0.11119058705997689,0.27552218378227283
_DSC3198.JPG,3,4,400,6->1,-125.32190133280756,-279.70425100410966,-8.427242810355484,-18.808648873277054,0.3101015939434573,0.36472074961410206,0.15614968609772398,0.3645730205791774,0.14174240264529972,0.3708427900866103
