image_path,warning
D:\Sync\Import of CT to FEM\Mini val study\Experiment\Marker-detector\marker-based-deformation-measurement\example_data\Bone_2\compression\raw_images\trial_0\_DSC3174.JPG,No parallel lines from clusters for refinement found! Review the debug pictures.
